,loss,accuracy,val_loss,val_accuracy
0,0.5863867998123169,0.9198611974716187,0.1252955198287964,0.9653202295303345
1,0.08738546073436737,0.974250853061676,0.09164805710315704,0.9730973839759827
2,0.05749068781733513,0.9821422696113586,0.06619200110435486,0.9807952046394348
3,0.05373647063970566,0.9833327531814575,0.08754318207502365,0.9776208400726318
4,0.04452921450138092,0.9858498573303223,0.09606849402189255,0.9756368398666382
5,0.04066444933414459,0.9882308840751648,0.07423526048660278,0.9804777503013611
6,0.03616369888186455,0.9894894361495972,0.0751655176281929,0.9811125993728638
7,0.03194943815469742,0.9904758930206299,0.10972914844751358,0.977541446685791
8,0.030837059020996094,0.9910200834274292,0.13789229094982147,0.9741290211677551
9,0.02701307088136673,0.992380678653717,0.09074243903160095,0.9831759333610535
