,loss,accuracy,val_loss,val_accuracy
0,0.532564640045166,0.9240450263023376,0.12559635937213898,0.9642885327339172
1,0.08296897262334824,0.9758495092391968,0.07054946571588516,0.9784937500953674
2,0.05760537087917328,0.9815300107002258,0.07693985104560852,0.9781763553619385
3,0.047757748514413834,0.9851015210151672,0.09412963688373566,0.9768272638320923
4,0.04552934318780899,0.9862239956855774,0.09524792432785034,0.9759542942047119
5,0.04265827685594559,0.9873805046081543,0.09432481974363327,0.9788112044334412
6,0.03131323680281639,0.9903738498687744,0.08077474683523178,0.9807952046394348
7,0.034662697464227676,0.9893873929977417,0.09261013567447662,0.9792079925537109
8,0.03279813006520271,0.9899996519088745,0.09862465411424637,0.9799222350120544
9,0.032419852912425995,0.9907820224761963,0.1040603443980217,0.9814300537109375
